Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
p1k_00933	4429295	3042738	2274	415809	0	0	0	0	167941	0	0	0	0	577447	160807	62279	68.69576309548134	4429295.0	4013486.0	90.61	415809.0	9.39	p1k_00933_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4429295.0	0.0	20-100	52.0	29.71771642170952	99.27095937389583	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	2.6	4449739	1318301	4449739	444973900	301465	442805332	0.4873472354221225	0.047	0.4504	0.5026		
p1k_00996	1588901	863580	222036	230535	0	0	0	0	18089	0	0	0	0	202957	50698	1006	54.35077452906128	1588901.0	1358366.0	85.49	230535.0	14.51	p1k_00996_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1588901.0	0.0	20-151	56.0	41.98318210761035	121.4528916527839	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	4679281	314882	4679281	304971964	109501910	194716906	36.15252253154654	0.0481	0.3788	0.5731		
p1k_00997	13469345	9387867	372452	1649610	0	0	0	0	22359	0	0	0	0	1387371	641415	8271	69.6980216929628	13469345.0	11819735.0	87.75	1649610.0	12.25	p1k_00997_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13469345.0	0.0	20-151	51.0	18.480089259444867	136.84079270372837	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	13549291	3042896	13549291	1887465694	18000601	1854339855	1.7550432362984183	0.0187	0.4462	0.5351		
p1k_00998	11271148	7357392	983822	1315600	0	0	0	0	16544	0	0	0	0	1053438	538189	6163	65.27633210033264	11271148.0	9955548.0	88.33	1315600.0	11.67	p1k_00998_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11271148.0	0.0	20-151	50.0	18.09025462377341	136.34637509861463	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	11336030	2495248	11336030	1572642129	14833959	1545451284	1.728991262448877	0.0194	0.4153	0.5653		
p1k_00999	2600379	1880876	81446	201195	0	0	0	0	8781	0	0	0	0	309157	116881	2043	72.33084100433052	2600379.0	2399184.0	92.26	201195.0	7.74	p1k_00999_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2600379.0	0.0	20-151	51.0	35.00206758439828	134.68379609280032	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	3027429	507552	3027429	418924173	2691087	413983690	1.1793263121151998	0.0249	0.4074	0.5678		
p1k_01000	14598256	10129268	338738	1705466	0	0	0	0	19741	0	0	0	0	1720905	674380	9758	69.38683634538263	14598256.0	12892790.0	88.32	1705466.0	11.68	p1k_01000_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14598256.0	0.0	20-151	50.0	19.02744225899785	137.53823011461094	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	14951500	2832876	14951500	2051060209	40637732	2003888110	2.299888554856168	0.0197	0.427	0.5534		
p1k_01001	5137822	3645780	108937	361681	0	0	0	0	45801	0	0	0	0	749824	221594	4205	70.95964009652339	5137822.0	4776141.0	92.96	361681.0	7.04	p1k_01001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5137822.0	0.0	20-151	51.0	26.06324068179357	121.28765924549351	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	5184221	1039899	5184221	630561903	4961881	623464112	1.125629532363296	0.0346	0.4003	0.5651		
p1k_01002	8439710	6139764	172989	530673	0	0	0	0	52580	0	0	0	0	1149947	386262	7495	72.74851861023662	8439710.0	7909037.0	93.71	530673.0	6.29	p1k_01002_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8439710.0	0.0	20-151	51.0	22.868148201805305	127.62539328957986	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	8547082	1699850	8547082	1106471064	6417219	1092680812	1.246327396050187	0.0292	0.402	0.5689		
pcoli2_ALA_F1_B1	5555731	3275380	67760	944183	0	0	0	0	13959	0	0	0	0	1073537	177639	3273	58.95497820178839	5555731.0	4611548.0	83.01	944183.0	16.99	pcoli2_ALA_F1_B1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5555731.0	0.0	20-151	50.0	19.27338861319125	132.56188771558595	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	5706666	3459499	5706666	861706566	11424162	758614439	11.963716080120946	0.0255	0.4945	0.48		
pcoli2_ALA_F2_B1	5128418	3166675	162519	845488	0	0	0	0	10465	0	0	0	0	765921	173809	3541	61.74759935715068	5128418.0	4282930.0	83.51	845488.0	16.49	pcoli2_ALA_F2_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5128418.0	0.0	20-151	50.0	23.5118557325846	137.3847077207825	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	5148801	2777631	5148801	777468951	7789653	705041308	9.315824497793995	0.019	0.4678	0.5132		
pcoli2_BLG_F1_B1	6692400	3058587	78684	1940501	0	0	0	0	8346	0	0	0	0	1404307	198546	3429	45.70239376008607	6692400.0	4751899.0	71.0	1940501.0	29.0	pcoli2_BLG_F1_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6692400.0	0.0	20-151	49.0	20.85897661478605	134.42435419281574	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	6774914	4050979	6774914	1023012014	14604405	911561649	10.894335889979098	0.0273	0.5379	0.4347		
pcoli2_BLG_F2_B1	7326919	3475211	154061	2312565	0	0	0	0	10719	0	0	0	0	1154384	215780	4199	47.430727704236936	7326919.0	5014354.0	68.44	2312565.0	31.56	pcoli2_BLG_F2_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7326919.0	0.0	20-151	49.0	19.67559502294744	134.63948693850716	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass	pass	2.6	7406993	4404837	7406993	1118455943	13566103	998103827	10.760559390223564	0.0272	0.4833	0.4895		
pcoli2_BLG_gly2_F1_B2	6402889	3373061	113004	1994892	0	0	0	0	8263	0	0	0	0	697185	208795	7689	52.680297909271886	6402889.0	4407997.0	68.84	1994892.0	31.16	pcoli2_BLG_gly2_F1_B2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6402889.0	0.0	20-151	49.0	22.680083220218084	139.6069936555202	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass	pass	2.6	6476449	3154024	6476449	977943799	7503515	904535847	7.506356916937719	0.0239	0.4508	0.5252		
pcoli2_BLG_gly2_F2_B2	6315704	3358565	68038	1852526	0	0	0	0	9137	0	0	0	0	806952	213682	6804	53.17799884225099	6315704.0	4463178.0	70.67	1852526.0	29.33	pcoli2_BLG_gly2_F2_B2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6315704.0	0.0	20-151	49.0	22.83020164403274	139.06251527937346	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass	pass	2.6	6545998	3325254	6545998	988445698	6239147	879321790	11.039949713049388	0.0235	0.4676	0.5089		
pcoli2_EGFP-ALA_F1_B2	6339135	3327482	168355	1456289	0	0	0	0	13445	0	0	0	0	1168816	199232	5516	52.49110485894369	6339135.0	4882846.0	77.03	1456289.0	22.97	pcoli2_EGFP-ALA_F1_B2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6339135.0	0.0	20-151	50.0	20.11399633605528	137.6957993480183	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	6495833	3408496	6495833	980870783	4714826	872832947	11.014482016638883	0.0343	0.4857	0.48		
pcoli2_EGFP-BLG_F1_B2	6290204	3174292	49257	2257048	0	0	0	0	5618	0	0	0	0	619045	181388	3556	50.464054901876	6290204.0	4033156.0	64.12	2257048.0	35.88	pcoli2_EGFP-BLG_F1_B2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6290204.0	0.0	20-151	49.0	21.334254261813506	136.50325299465646	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	pass	2.6	6344395	3584667	6344395	958003645	7103134	866342155	9.567968814982954	0.0253	0.4462	0.5286		
pcoli2_EGFP-BLG_gly2_F1_B2	6193154	3032615	24934	2230991	0	0	0	0	9419	0	0	0	0	698249	189919	7027	48.96721444356139	6193154.0	3962163.0	63.98	2230991.0	36.02	pcoli2_EGFP-BLG_gly2_F1_B2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6193154.0	0.0	20-151	49.0	18.701618548522685	139.87589570677557	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	6379708	3122903	6379708	963335908	4410393	866084109	10.095315475357532	0.0296	0.4671	0.5033		
pcoli2_EGFP-BLG_gly2_F2_B2	6959055	3469852	55543	2413933	0	0	0	0	8575	0	0	0	0	789675	215601	5876	49.86096531784847	6959055.0	4545122.0	65.31	2413933.0	34.69	pcoli2_EGFP-BLG_gly2_F2_B2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6959055.0	0.0	20-151	49.0	18.13480440582548	139.3591754914999	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	7118517	3567911	7118517	1074896067	7826919	969618520	9.794207108211516	0.0293	0.4705	0.5002		
pcoli2_EGFP-BLG_late_F1_B2	6034197	2657072	75734	2416859	0	0	0	0	8710	0	0	0	0	677790	194237	3795	44.0335640351152	6034197.0	3617338.0	59.95	2416859.0	40.05	pcoli2_EGFP-BLG_late_F1_B2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6034197.0	0.0	20-151	48.0	20.66919702935823	136.8264030822991	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	6122430	3450792	6122430	924486930	5473827	826418071	10.607922710167465	0.0235	0.4653	0.5112		
pcoli2_EGFP_F1_B2	6211087	3270949	45557	2032733	0	0	0	0	6829	0	0	0	0	648142	200441	6436	52.66306847738568	6211087.0	4178354.0	67.27	2032733.0	32.73	pcoli2_EGFP_F1_B2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6211087.0	0.0	20-151	49.0	22.834914872906623	139.63797512416104	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	6323877	3092189	6323877	954905427	8314080	868708255	9.026775800280378	0.0245	0.4652	0.5103		
pcoli2_MBP_F1_B1	5553478	3594501	18449	993527	0	0	0	0	8772	0	0	0	0	858537	78316	1376	64.72522264426004	5553478.0	4559951.0	82.11	993527.0	17.89	pcoli2_MBP_F1_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5553478.0	0.0	20-151	50.0	16.237508103027015	134.89025850106907	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass	pass	2.6	5679049	3347138	5679049	857536399	10061201	767540982	10.494646886703173	0.0141	0.2567	0.7291		
pcoli2_MBP_F2_B1	6709351	4406482	67760	1211564	0	0	0	0	12960	0	0	0	0	927246	81852	1487	65.67672491720883	6709351.0	5497787.0	81.94	1211564.0	18.06	pcoli2_MBP_F2_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6709351.0	0.0	20-151	50.0	15.571311361100816	131.2432868693261	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	6777799	4149464	6777799	1023447649	11539555	884405561	13.58565708132278	0.0123	0.2366	0.751		
pcoli2_MFP5_F1_B1	5336639	2677159	52328	886355	0	0	0	0	9781	0	0	0	0	1473131	233336	4549	50.16563796052159	5336639.0	4450284.0	83.39	886355.0	16.61	pcoli2_MFP5_F1_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5336639.0	0.0	20-151	50.0	22.770832236803663	133.77084753156433	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	5460752	3242396	5460752	824573552	11263958	732025808	11.223709974146734	0.0613	0.429	0.5097		
pcoli2_MFP5_F2_B1	6227019	3789963	101611	947099	0	0	0	0	16834	0	0	0	0	1055414	310378	5720	60.86319955021817	6227019.0	5279920.0	84.79	947099.0	15.21	pcoli2_MFP5_F2_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6227019.0	0.0	20-151	50.0	22.09611945873347	132.2624265318606	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	6311618	3792896	6311618	953054318	11783682	823560623	13.58723134183418	0.0423	0.4005	0.5572		
pcoli2_MFP5_gly2_F1_B2	6528479	3682139	95506	1052749	0	0	0	0	11227	0	0	0	0	1359367	318806	8685	56.40117705823975	6528479.0	5475730.0	83.87	1052749.0	16.13	pcoli2_MFP5_gly2_F1_B2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6528479.0	0.0	20-151	49.0	17.746517654035433	137.56240266683864	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	6625418	3431709	6625418	1000438118	5564992	897963781	10.242946080948908	0.0704	0.3971	0.5325		
pcoli2_MFP5_gly2_F2_B2	6369787	3979931	51926	972990	0	0	0	0	7354	0	0	0	0	998317	345946	13323	62.48138281546935	6369787.0	5396797.0	84.72	972990.0	15.28	pcoli2_MFP5_gly2_F2_B2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6369787.0	0.0	20-151	50.0	21.48076810257527	141.22399100629266	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	6494428	3010920	6494428	980658628	7746770	917846373	6.405109097760367	0.0447	0.3892	0.566		
pcoli2_MNEI_F1_B1	5805555	1108038	3452337	755531	0	0	0	0	14514	0	0	0	0	392131	81329	1675	19.085823835964003	5805555.0	5050024.0	86.99	755531.0	13.01	pcoli2_MNEI_F1_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5805555.0	0.0	20-151	51.0	13.775224604395309	130.72836653859966	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass	pass	2.6	5833824	3684506	5833824	880907424	9550001	758767720	13.86521451316546	0.0148	0.1646	0.8206		
pcoli2_MNEI_F2_B1	6873339	3542431	13065	1705375	0	0	0	0	14612	0	0	0	0	1318120	274886	4850	51.53872084586545	6873339.0	5167964.0	75.19	1705375.0	24.81	pcoli2_MNEI_F2_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6873339.0	0.0	20-151	50.0	20.740862669554588	131.857357101112	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	7224992	4400864	7224992	1090973792	12810846	905137401	17.03399223360995	0.0369	0.4561	0.507		
pcoli2_OVA_F1_B1	7771473	2831262	1444654	2280440	0	0	0	0	17061	0	0	0	0	1016086	178672	3298	36.43147187154867	7771473.0	5491033.0	70.66	2280440.0	29.34	pcoli2_OVA_F1_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7771473.0	0.0	20-151	49.0	17.677497005122593	132.15272780333922	pass	pass	pass	warn	warn	pass	warn	fail	fail	pass	pass	2.6	7920387	4943794	7920387	1195978437	16963467	1048867247	12.300488491164996	0.0264	0.3852	0.5884		
pcoli2_OVA_F2_B1	6970362	3129622	88516	2597367	0	0	0	0	8785	0	0	0	0	930794	211622	3656	44.89898802960305	6970362.0	4372995.0	62.74	2597367.0	37.26	pcoli2_OVA_F2_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6970362.0	0.0	20-151	49.0	19.509980777748115	135.06841524156135	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass	pass	2.6	7250488	4155656	7250488	1094823688	13425446	982827329	10.22962511932789	0.028	0.4722	0.4999		
pcoli2_brazzein_F1_B1	6607912	3177671	75691	1939463	0	0	0	0	6962	0	0	0	0	1195984	208069	4072	48.08888193426304	6607912.0	4668449.0	70.65	1939463.0	29.35	pcoli2_brazzein_F1_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6607912.0	0.0	20-151	49.0	21.551278086211813	134.07056132103455	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass	pass	2.6	6678969	3878491	6678969	1008524319	20731861	896158905	11.141567127644048	0.0327	0.4897	0.4776		
pcoli2_brazzein_F2_B1	6443288	2909725	25948	1935916	0	0	0	0	7661	0	0	0	0	1359654	200680	3704	45.15900887869672	6443288.0	4507372.0	69.95	1935916.0	30.05	pcoli2_brazzein_F2_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6443288.0	0.0	20-151	49.0	21.820147069442086	134.3810290646639	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	6521208	3765129	6521208	984702408	20657767	877039235	10.933574664316248	0.0319	0.5078	0.4603		
pcoli2_c_empty_F1_B1	6859383	4873485	50967	550697	0	0	0	0	9054	0	0	0	0	1105607	264688	4885	71.04844561092449	6859383.0	6308686.0	91.97	550697.0	8.03	pcoli2_c_empty_F1_B1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6859383.0	0.0	20-151	51.0	18.616638953025728	134.36020411748405	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	6936542	4079809	6936542	1047417842	15410617	932259901	10.994460508722174	0.0234	0.4584	0.5182		
pcoli2_c_empty_F1_B2	6802223	5135267	33728	615520	0	0	0	0	6734	0	0	0	0	698825	303892	8257	75.49395249170749	6802223.0	6186703.0	90.95	615520.0	9.05	pcoli2_c_empty_F1_B2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6802223.0	0.0	20-151	51.0	20.12359268808719	140.9120625713094	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	7006144	3258243	7006144	1057927744	7929639	987020144	6.702499334396888	0.017	0.4244	0.5585		
pcoli2_c_empty_F2_B1	7539185	5450874	73614	598223	0	0	0	0	11209	0	0	0	0	1097514	302114	5637	72.30057360311493	7539185.0	6940962.0	92.07	598223.0	7.93	pcoli2_c_empty_F2_B1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7539185.0	0.0	20-151	51.0	17.333349454484516	135.9234709056748	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	7666322	4401919	7666322	1157614622	14850326	1043039022	9.897559846129864	0.0216	0.446	0.5324		
pcoli2_c_empty_F3_B1	7423108	5278915	120575	559956	0	0	0	0	10565	0	0	0	0	1180697	267949	4451	71.114619375065	7423108.0	6863152.0	92.46	559956.0	7.54	pcoli2_c_empty_F3_B1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7423108.0	0.0	20-151	51.0	21.573633572250024	134.46119927124866	pass	pass	pass	warn	warn	pass	warn	fail	fail	pass	pass	2.6	7537460	4410902	7537460	1138156460	14025431	998631607	12.25884646826149	0.019	0.4594	0.5216		
pcoli2_c_empty_NoInd_F1_B1	7408446	5422754	110873	577710	0	0	0	0	8475	0	0	0	0	1016866	266913	4855	73.19691606039918	7408446.0	6830736.0	92.2	577710.0	7.8	pcoli2_c_empty_NoInd_F1_B1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7408446.0	0.0	20-151	51.0	17.70358148892066	136.43810982762108	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	7494841	4273290	7494841	1131720991	11290703	1010870577	10.678463593152529	0.0172	0.4466	0.5361		
pcoli2_c_empty_NoInd_F2_B1	6781124	4895978	56471	548315	0	0	0	0	14813	0	0	0	0	1003205	256535	5807	72.2000954414047	6781124.0	6232809.0	91.91	548315.0	8.09	pcoli2_c_empty_NoInd_F2_B1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6781124.0	0.0	20-151	51.0	20.261712307379167	133.41753181331	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	7011069	4107638	7011069	1058671419	9141264	904827135	14.531825572973176	0.0227	0.4461	0.5312		
pcoli2_c_empty_gly2_F1_B2	7192788	5186473	84147	753835	0	0	0	0	7097	0	0	0	0	838744	314124	8368	72.10657397381934	7192788.0	6438953.0	89.52	753835.0	10.48	pcoli2_c_empty_gly2_F1_B2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7192788.0	0.0	20-151	51.0	24.409565028547217	140.9572206215448	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	pass	2.6	7263370	3415694	7263370	1096768870	8254763	1024081310	6.627427344833374	0.0172	0.4223	0.5604		
pcoli2_c_empty_gly2_F2_B2	6257043	4611786	34618	539802	0	0	0	0	9210	0	0	0	0	791567	261929	8131	73.70551872505911	6257043.0	5717241.0	91.37	539802.0	8.63	pcoli2_c_empty_gly2_F2_B2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6257043.0	0.0	20-151	51.0	21.185337727937508	140.1035453967633	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	6368559	3084897	6368559	961652409	7028349	891554899	7.289277221578717	0.0224	0.4181	0.5595		
pcoli2_c_empty_late_F1_B2	5946506	4270887	46810	658804	0	0	0	0	13001	0	0	0	0	688434	261790	6780	71.82178913129827	5946506.0	5287702.0	88.92	658804.0	11.08	pcoli2_c_empty_late_F1_B2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5946506.0	0.0	20-151	51.0	21.45940640981045	136.71850663229802	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	6103204	3262826	6103204	921583804	10059593	812867097	11.796724999737515	0.0219	0.4355	0.5426		
rbs_T7WeakRBS_F1	22303045	6993323	2159	11807639	0	0	0	0	46956	0	0	0	0	3133735	303263	15970	31.355911266824776	22303045.0	10495406.0	47.06	11807639.0	52.94	rbs_T7WeakRBS_F1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22303045.0	0.0	20-150	51.0	13.174541386097772	124.80978104110896	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	22477532	15565159	22477532	3371629800	17226658	2795667112	17.082619450095024	0.0213	0.3594	0.6193		
rbs_T7WeakRBS_F2	18265712	5505499	1120	9935689	0	0	0	0	36897	0	0	0	0	2480844	288432	17231	30.141168326753423	18265712.0	8330023.0	45.6	9935689.0	54.4	rbs_T7WeakRBS_F2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18265712.0	0.0	20-150	50.0	12.678576724337267	128.22694144088115	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	18394025	11866412	18394025	2759103750	3629881	2363609398	14.334160214163749	0.0228	0.3587	0.6185		
rbs_T7empty_F1	14317178	11227482	1564	1092368	0	0	0	0	60119	0	0	0	0	1445269	463922	26454	78.41965784039286	14317178.0	13224810.0	92.37	1092368.0	7.63	rbs_T7empty_F1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14317178.0	0.0	20-150	52.0	21.830241898799496	128.21158876421038	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	14482341	9295148	14482341	2172351150	15153995	1840661214	15.268707179315829	0.0146	0.4212	0.5642		
rbs_T7empty_F2	20498901	16283588	1499	1422805	0	0	0	0	91207	0	0	0	0	1979581	678381	41840	79.43639515113517	20498901.0	19076096.0	93.06	1422805.0	6.94	rbs_T7empty_F2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20498901.0	0.0	20-150	52.0	19.011640858062297	130.55603039401967	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	2.6	20675747	12726296	20675747	3101362050	4845213	2700873860	12.913300141787705	0.0154	0.4213	0.5633		
rbs_T7nullRBS_F1	25441296	6258277	3108	15443430	0	0	0	0	40956	0	0	0	0	3332937	344252	18336	24.598892289134955	25441296.0	9997866.0	39.3	15443430.0	60.7	rbs_T7nullRBS_F1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25441296.0	0.0	20-150	49.0	12.920742828586226	127.27329928475342	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	2.6	25630808	16991148	25630808	3844621200	26739835	3252117324	15.411241970990536	0.0262	0.3487	0.6251		
rbs_T7nullRBS_F2	18384243	5719904	2851	8016533	0	0	0	0	36842	0	0	0	0	4317195	277237	13681	31.113078738134607	18384243.0	10367710.0	56.39	8016533.0	43.61	rbs_T7nullRBS_F2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18384243.0	0.0	20-150	51.0	13.824074171536196	125.34200320350422	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	18625481	12817449	18625481	2793822150	10241549	2315309493	17.12752749848447	0.0257	0.4155	0.5588		
rbs_T7strongRBS_F1	20357558	6924258	2347	10262592	0	0	0	0	38994	0	0	0	0	2831064	283450	14853	34.01320531666912	20357558.0	10094966.0	49.59	10262592.0	50.41	rbs_T7strongRBS_F1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20357558.0	0.0	20-150	51.0	14.531904670909334	125.66626915664445	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	pass	2.6	20490404	14034930	20490404	3073560600	4826107	2574133033	16.249153083235125	0.0205	0.3752	0.6043		
